id,trial_name,created_at
"26ffaf78-9c25-4e2c-1b88-e80c9f493b62","Sage & Thyme","2025-04-12T19:56:51.864Z"
"f1c8f6ae-4094-4c5f-3973-2a0e796b2226","The Local Table","2025-04-13T04:47:28.811Z"
"600c4be0-0c61-4459-de65-0b35a04a807c","Harbor Grill","2025-04-13T15:18:09.606Z"
"8b1f5712-cfd3-42fc-5b3e-50c6aed9b01b","Green Leaf Bistro","2025-04-13T17:58:39.102Z"
"9d61dd4d-8d6d-4add-c678-6da418c97e1a","Mountain View Cafe","2025-04-14T02:56:04.354Z"
"4226ef94-40b0-4c71-6e9d-258a38da4a96","Firebird Pizza","2025-04-16T13:34:37.041Z"
"0787f6f8-f7b7-4810-dc57-576f302ec602","Corner Deli","2025-04-18T15:10:13.422Z"
"bffc1a39-caa2-45fb-d4be-ea8d38124928","Oak & Vine","2025-04-18T22:46:45.231Z"
"edef95fc-19ba-4561-0734-59e5cc0d23b0","The Brass Tap","2025-04-20T10:02:47.058Z"
"1d9f087a-9434-4767-b021-56625e5d0c99","Blue Ocean Sushi","2025-04-21T04:11:11.803Z"
"1fe1cc33-9474-4d74-aaba-af66a5fc5a4d","Fresh & Co","2025-04-23T14:40:59.381Z"
"ff559118-71b4-43a3-ce12-f2248292a568","Firebird Pizza","2025-04-23T19:07:34.599Z"
"34147155-63c8-4826-8d0d-68f1861590ae","Green Leaf Bistro","2025-04-26T10:34:49.119Z"
"f06d0afb-60db-4d8e-0c06-195fa8e303b0","Golden Plate","2025-04-28T20:33:33.816Z"
"040ce632-ae7a-4d69-cb2c-62b6e9961375","Cloud Nine Cafe","2025-04-29T22:21:27.761Z"
"94a35b80-993e-47a9-3122-c14468ac2e7c","City Kitchen","2025-04-29T23:37:29.312Z"
"5a47c73b-b26f-4c5c-4a67-6129122e4864","Blue Ocean Sushi","2025-04-30T09:46:42.455Z"
"d8959260-d95a-4b57-e67c-a1343ec955c5","Mountain View Cafe","2025-05-01T00:17:16.429Z"
"b5f48c42-8596-47a7-4942-d3f40a70a556","Golden Plate","2025-05-01T00:53:40.382Z"
"9a4edb69-ad00-4afa-2878-64083a106554","Red Pepper Thai","2025-05-02T13:23:49.043Z"
"3592f257-8125-4803-9de0-e2167f3e8ea5","Mountain View Cafe","2025-05-02T15:54:20.096Z"
"86158414-4add-4a1a-8f77-9c2f0c2ebf36","The Brass Tap","2025-05-03T00:14:47.118Z"
"2cb100ce-41d5-4c13-e8d6-f7a9fca3db63","Oak & Vine","2025-05-03T10:10:10.883Z"
"22d06cdb-07c7-40b7-0f48-2ba1000d525a","Cloud Nine Cafe","2025-05-04T06:28:14.066Z"
"f9a82497-91ef-4ae2-6547-f86041049b01","Corner Deli","2025-05-06T04:30:15.386Z"
"92853cab-6481-4b7f-c79b-459ac5f8de89","Green Leaf Bistro","2025-05-07T12:36:25.905Z"
"56953d8c-9e56-4753-924a-78c211fe5fe4","The Brass Tap","2025-05-08T05:03:28.085Z"
"02bb9a1a-2aa8-47f5-97ef-69807144f2da","The Local Table","2025-05-08T12:19:13.383Z"
"a6d2b1a4-f147-4a6d-8356-d5d697a42574","Corner Deli","2025-05-09T02:31:15.948Z"
"22d11e0a-9e05-460a-ca72-1cc5d119a004","Luna Restaurant","2025-05-12T02:50:57.140Z"
"c11ef7bc-079f-4ea7-851e-1f72cce222c0","The Local Table","2025-05-12T09:27:10.891Z"
"cf36692a-fe2f-487f-13aa-8907fdce1141","Stone Oven Bakery","2025-05-12T15:19:02.188Z"
"a269a50d-b51d-4611-6317-d4bded41fc72","Fresh & Co","2025-05-13T12:34:22.167Z"
"fa742ae2-4014-4b56-71cc-6f4c1a8bb5dc","Stone Oven Bakery","2025-05-14T14:03:25.221Z"
"f67f5733-001f-4733-e41b-b24af2ff950a","Harbor Grill","2025-05-18T11:49:29.543Z"
"96497e2e-18b5-4a82-8c63-e5500b247ba2","Firebird Pizza","2025-05-19T13:19:18.509Z"
"a24333ec-43c9-4f7c-1721-3f71ed5a631c","Maple Street Diner","2025-05-20T03:17:27.274Z"
"4aeb62cc-4a85-4289-ffa3-a744d1b72a19","Sage & Thyme","2025-05-21T22:01:23.892Z"
"9206409f-bc35-471f-5543-a8c4490215ce","Oak & Vine","2025-05-22T23:43:50.808Z"
"8351add8-256c-4480-359e-8be00acfc627","The Brass Tap","2025-05-23T04:55:45.130Z"
"d6c8b8d5-4928-44ba-106a-d9515ce5e550","Firebird Pizza","2025-05-24T23:33:42.102Z"
"f31920ba-d753-4b67-75d5-0989179cb63d","Firebird Pizza","2025-05-26T07:44:56.043Z"
"351255ce-6858-4329-3b1d-f0aaa5a4d37d","The Rustic Fork","2025-05-27T12:42:39.044Z"
"83356d59-e7a4-482f-7d21-03bf8945be2e","Blue Ocean Sushi","2025-05-28T02:42:57.420Z"
"93cf0396-bae5-4e51-44bd-17d688126cb7","Firebird Pizza","2025-05-29T00:14:07.785Z"
"57070bd7-459c-452d-c6a4-f554e89b07c1","Red Pepper Thai","2025-05-29T15:55:26.384Z"
"2dd16e03-2f85-4ecf-8b1f-9a2cd4f46069","Sage & Thyme","2025-05-29T17:43:19.573Z"
"1640e24b-5fca-4ec0-94e9-ec3f91a09f19","The Rustic Fork","2025-05-30T04:22:51.655Z"
"8509710c-c2b0-4a57-b1a7-b6aee0089163","Corner Deli","2025-05-30T11:30:19.720Z"
"0ac478a0-0323-4c4e-7255-bf5efb84d71c","Firebird Pizza","2025-05-31T05:05:08.036Z"
"9d5710ac-6da6-4b3a-1599-bd7c119af30f","The Rustic Fork","2025-05-31T06:31:54.648Z"
"8f82eaf1-c36a-4bba-7baa-5655d05d3e9f","The Brass Tap","2025-05-31T17:24:38.973Z"
"139aefe3-1ac1-456e-7649-514a26e1692b","Fresh & Co","2025-06-01T06:05:20.544Z"
"6f787e4c-e365-4523-fc59-96aa217feadc","Green Leaf Bistro","2025-06-07T01:31:22.154Z"
"1349c88d-b45c-48fd-5934-050a717bc46f","Mountain View Cafe","2025-06-09T03:17:41.477Z"
"cc184943-16c1-448e-bd57-ddc699a4b15d","The Local Table","2025-06-09T09:24:01.838Z"
"95f529c2-5a4b-4393-0f6e-9bd95cc962ca","Luna Restaurant","2025-06-10T19:51:28.892Z"
"595f82f3-788d-42b2-75b6-80fb3d6aa5c1","Sunrise Bistro","2025-06-12T02:19:50.844Z"
"d30e4f61-be45-4b78-ce61-5c0d24cf30d4","Blue Ocean Sushi","2025-06-13T03:00:01.755Z"
"324940fe-6525-4343-a510-2692fe7ea53f","Mountain View Cafe","2025-06-13T19:13:49.802Z"
"9383bafb-b2b1-4839-83db-b9f06709d5d2","The Brass Tap","2025-06-14T01:11:13.015Z"
"8417145c-3879-4fd5-13f2-533558242168","Fresh & Co","2025-06-14T04:47:42.281Z"
"19c35d44-afde-4448-323d-6caf00fc0978","Maple Street Diner","2025-06-14T12:14:15.860Z"
"5416f997-1d42-4184-bdf1-bbd934cad9a6","Sage & Thyme","2025-06-14T12:20:30.977Z"
"d122ed6c-94ce-4bb5-2bd7-8bc1fc687cc3","Stone Oven Bakery","2025-06-14T23:09:56.974Z"
"f89bd250-b490-4b84-24f8-d036072de252","Red Pepper Thai","2025-06-15T05:03:29.658Z"
"6802e608-373b-428a-90b2-f42db79be20d","Golden Plate","2025-06-16T05:57:30.263Z"
"6febe72a-b201-4aa3-c492-7664e2105611","Golden Plate","2025-06-18T06:32:40.162Z"
"2c7b826f-26ab-4538-6250-82545ee60010","The Rustic Fork","2025-06-18T16:03:04.777Z"
"e78a1c5d-8ae7-482c-f3b5-ab565c99e0e6","Golden Plate","2025-06-18T18:52:01.174Z"
