id,trial_name,created_at
"15a47e0a-ee0a-4f17-d418-36de7c359324","The Local Table","2026-03-11T08:42:31.824Z"
"291b37ff-6c31-4af9-86c6-c7cf733a4964","City Kitchen","2025-10-31T11:10:01.035Z"
"95d30164-769c-44ff-d5e2-1f365faeab8f","Red Pepper Thai","2025-11-22T06:50:50.009Z"
"da9c4ac9-2460-4859-dee5-7180c4c2950e","Fresh & Co","2026-02-09T13:33:12.274Z"
"60ff0934-c8ad-4887-a820-36f797b076de","Corner Deli","2025-08-02T10:21:31.956Z"
"a10e88df-9216-4f47-4d85-7fa8cea1170e","Golden Plate","2025-09-30T16:05:06.673Z"
"3963848e-f10c-4367-ac8c-f994eda719ef","Harbor Grill","2026-02-23T00:50:05.645Z"
"f0b47b72-5c47-4f51-3258-3b62fbf3c7b7","Blue Ocean Sushi","2026-02-03T09:14:11.745Z"
"f0e4a5ec-01e2-463d-593e-4a1097b0718e","Fresh & Co","2025-12-12T07:17:51.161Z"
"37775ade-9991-45fa-fa0d-00a366df63a4","The Rustic Fork","2025-12-17T12:42:46.842Z"
"b671d326-3018-48e3-86e1-f4b36a96152c","Cloud Nine Cafe","2025-12-27T20:18:08.052Z"
"36f173b7-23eb-47a1-1a5f-5a4757ce3cf8","The Local Table","2025-07-30T13:33:26.085Z"
"8d38e240-9147-4d3d-dafb-bf764b68c486","The Local Table","2025-10-09T04:20:30.072Z"
"83a1d8ec-32de-4e25-dc9c-427b76560a32","City Kitchen","2026-04-02T03:50:03.957Z"
"f970b3a4-006e-4c25-a52c-0e33d8fac97c","City Kitchen","2025-06-03T02:20:08.021Z"
"0a2eaa23-b451-47a0-a52b-9a94bc2bfff2","Blue Ocean Sushi","2025-06-02T20:45:16.615Z"
"eebb9081-15ad-496f-ed83-9e60631521db","Maple Street Diner","2025-06-13T23:53:08.321Z"
"8c094d67-fb96-4b48-7451-cbb9776762fd","Golden Plate","2025-12-15T14:37:18.982Z"
"9f75e145-b2ac-4eb1-8f92-b8f769515699","City Kitchen","2025-04-25T11:56:18.834Z"
"c41d63ed-1272-4c96-1324-952666366f32","Stone Oven Bakery","2025-12-14T11:14:35.651Z"
"de174811-db82-4fd2-c8ae-5fb3a66c268f","The Rustic Fork","2025-08-22T16:29:42.940Z"
"13eae1b9-652a-4cc3-d746-6649188dc3c3","City Kitchen","2025-10-02T10:28:34.772Z"
"dc3145e2-5522-4012-a301-f490f6d4e4f8","Cloud Nine Cafe","2025-05-08T20:58:33.825Z"
"66d26f76-4f75-4cd7-f53a-aea38a8fc72c","The Brass Tap","2026-01-11T07:35:24.094Z"
"f6e561cd-0e52-4b92-d5e1-f8b8a56d6e9e","City Kitchen","2026-01-25T08:36:42.512Z"
"8a656ac9-ca10-4b5d-5247-c5e45e2a06c7","Fresh & Co","2025-10-25T04:08:11.404Z"
"f0c7cbe7-2c7b-480b-c650-356246031833","Harbor Grill","2025-07-14T11:50:39.333Z"
"340e345c-f998-4bf8-c0c2-c7c9e8865057","Cloud Nine Cafe","2025-07-04T10:39:28.698Z"
"405424ad-9d72-4d8c-d67c-218212d04ea5","Oak & Vine","2026-02-15T21:04:59.170Z"
"a8828d17-cb61-446d-1bbc-79eb6c389fd5","Fresh & Co","2025-05-14T17:22:11.739Z"
"9de8d8bc-f759-479f-5549-0c587ce53f67","Corner Deli","2026-03-11T15:23:13.754Z"
"8a4fd896-7e0d-46b2-40f4-ca252e9d11c5","Blue Ocean Sushi","2025-11-20T15:58:40.314Z"
"0e4ff5a9-e2d7-470a-de61-0d5e6eb6f021","Fresh & Co","2026-02-02T09:19:47.546Z"
"9a6c33f5-e7cd-4ba0-208c-381167f60684","The Rustic Fork","2025-07-17T19:03:35.680Z"
"8fd71c7e-5f0c-4b3e-6d9b-87c5e63359ca","Mountain View Cafe","2025-11-18T04:36:07.231Z"
"6ae8935c-df8f-42eb-8553-1d68e0eb57f4","Sage & Thyme","2026-01-23T09:39:07.033Z"
